0 0 0
1 5.6 0.30262
2 3.7 0.252357
3 3.15 0.35744
4 2.5 0.373462
5 2.05 0.28539
6 1.8 0.277204
7 1.65 0.195677
8 1.7 0.218849
9 1.35 0.232549
10 1.35 0.208693
11 1.1 0.176218
12 1 0.177705
13 1 0.177705
14 1.05 0.2112
15 1.15 0.220943
16 1.05 0.223312
17 1.1 0.21643
18 1.05 0.2112
19 1.05 0.234801
20 0.95 0.198348
21 0.9 0.203909
22 0.9 0.203909
23 0.85 0.220943
24 0.7 0.179179
25 0.6 0.168585
26 0.5 0.153897
27 0.45 0.135239
28 0.55 0.153469
29 0.7 0.146898
30 0.6 0.133771
31 0.55 0.135239
32 0.5 0.135724
33 0.5 0.135724
34 0.5 0.153897
35 0.45 0.135239
36 0.4 0.133771
37 0.45 0.135239
38 0.35 0.131289
39 0.3 0.127733
40 0.3 0.127733
41 0.3 0.146898
42 0.25 0.12301
43 0.3 0.127733
44 0.4 0.133771
45 0.35 0.131289
46 0.45 0.135239
47 0.45 0.114133
48 0.4 0.11239
49 0.3 0.105131
50 0.25 0.0993399
51 0.3 0.105131
52 0.45 0.169752
53 0.45 0.169752
54 0.45 0.169752
55 0.4 0.168585
56 0.3 0.163836
57 0.35 0.166623
58 0.35 0.166623
59 0.35 0.166623
60 0.4 0.183533
61 0.45 0.184605
62 0.45 0.198348
63 0.4 0.197351
64 0.4 0.197351
65 0.4 0.197351
66 0.35 0.181731
67 0.3 0.127733
68 0.25 0.12301
69 0.15 0.0819178
70 0.05 0.05
71 0.15 0.0819178
72 0.15 0.0819178
73 0.15 0.0819178
74 0.15 0.0819178
75 0.25 0.0993399
76 0.25 0.0993399
77 0.4 0.11239
78 0.5 0.153897
79 0.65 0.208693
80 0.7 0.206474
81 0.5 0.135724
82 0.6 0.183533
83 0.5 0.170139
84 0.45 0.135239
85 0.45 0.135239
86 0.45 0.135239
87 0.6 0.168585
88 0.5 0.170139
89 0.4 0.152177
90 0.45 0.184605
91 0.45 0.184605
92 0.45 0.153469
93 0.4 0.133771
94 0.5 0.153897
95 0.45 0.153469
96 0.45 0.135239
97 0.4 0.133771
98 0.4 0.133771
99 0.45 0.135239
100 0.45 0.135239
101 0.4 0.133771
102 0.45 0.153469
103 0.35 0.131289
104 0.3 0.127733
105 0.3 0.127733
106 0.35 0.131289
107 0.35 0.131289
108 0.4 0.133771
109 0.4 0.133771
110 0.4 0.133771
111 0.4 0.133771
112 0.5 0.153897
113 0.55 0.153469
114 0.5 0.153897
115 0.5 0.153897
116 0.5 0.184961
117 0.5 0.170139
118 0.5 0.170139
119 0.5 0.170139
120 0.45 0.153469
121 0.5 0.153897
122 0.5 0.153897
123 0.5 0.170139
124 0.4 0.133771
125 0.6 0.168585
126 0.5 0.170139
127 0.6 0.183533
128 0.55 0.184605
129 0.5 0.184961
130 0.55 0.184605
131 0.55 0.184605
132 0.55 0.184605
133 0.45 0.184605
134 0.5 0.19868
135 0.5 0.19868
136 0.45 0.169752
137 0.4 0.152177
138 0.4 0.152177
139 0.5 0.153897
140 0.45 0.153469
141 0.45 0.153469
142 0.45 0.153469
143 0.4 0.152177
144 0.45 0.135239
145 0.55 0.153469
146 0.55 0.153469
147 0.55 0.153469
148 0.7 0.23056
149 0.7 0.23056
150 0.65 0.208693
151 0.6 0.197351
152 0.65 0.232549
153 0.5 0.153897
154 0.65 0.232549
155 0.65 0.232549
156 0.65 0.232549
157 0.6 0.222427
158 0.6 0.222427
159 0.55 0.169752
160 0.6 0.168585
161 0.65 0.166623
162 0.65 0.166623
163 0.65 0.166623
164 0.75 0.203586
165 0.75 0.203586
166 0.7 0.206474
167 0.7 0.206474
168 0.7 0.206474
169 0.6 0.183533
170 0.6 0.183533
171 0.6 0.183533
172 0.6 0.168585
173 0.45 0.153469
174 0.5 0.170139
175 0.5 0.170139
176 0.5 0.170139
177 0.45 0.153469
178 0.45 0.153469
179 0.45 0.153469
180 0.45 0.153469
181 0.45 0.153469
182 0.45 0.153469
183 0.45 0.153469
184 0.45 0.153469
185 0.4 0.133771
186 0.4 0.133771
187 0.4 0.133771
